0.037326958	-0.018635862	0.040857084	0.009198097	-0.02671846	-0.012827183	-0.031085039	0.044156305	0.035042174	-0.027999412	0.042067952	0.057304867	-0.10434727	0.09973852	-0.025737371	0.044277787
0.0539851	0.06739783	-0.1325121	0.023156002	-0.046474792	-0.087849684	-0.025826996	0.08019976	0.05923426	-0.026582967	0.12896441	0.139791	-0.15804753	0.06758834	-0.11356706	0.11868589
0.116143234	0.10378329	-0.1438946	0.15987857	-0.12090243	-0.1496134	0.014286501	0.06877522	0.09309596	-0.019494664	0.16369441	0.1963904	-0.21628258	0.075948864	-0.2055069	0.21589506
-0.3520297	-0.23546705	0.39593437	-0.2823291	0.35396034	0.28364834	-0.30829626	0.25248387	0.16871439	-0.28276098	-0.5331549	-0.4506482	0.51548165	0.26490006	0.61480474	-0.50573
-0.048311405	0.0223376	-0.039716143	-0.027433984	-0.015660487	0.008620146	-0.099439085	0.04756055	0.04623658	-0.09463606	-0.05033589	-0.023179328	0.07111474	-0.009756866	0.016081473	-2.3243134e-05
0.020179141	0.09638693	-0.027926141	0.014040127	-0.090164535	-0.074665815	0.018285295	-0.08709438	-0.041572116	0.07220438	0.055257697	0.0676145	-0.04914501	-0.0531726	-0.016492369	0.010038893
-0.37079188	-0.28443402	0.38303888	-0.3786456	0.31281987	0.33891603	-0.363543	0.2985471	0.20091932	-0.3176911	-0.47554025	-0.4593634	0.50858736	0.2741635	0.5068343	-0.44143772
0.08233819	0.049313877	-0.09526644	0.08214465	-0.05934782	-0.0269052	-0.00030970553	0.02114127	0.019842003	-0.014912772	0.025167257	0.011246064	-0.12111788	-0.017444495	-0.077751726	0.11641715
-0.3275833	-0.16442497	0.325111	-0.24494904	0.29202572	0.2611985	-0.2461106	0.17043091	0.09416477	-0.20885369	-0.41578588	-0.4042862	0.4203526	0.121190295	0.45428255	-0.43530235
0.022966102	0.023058174	-0.02606717	0.030775225	0.0027759364	0.036498446	-0.01843927	0.06889888	0.06198593	-0.026254443	0.016722642	-0.024620833	-0.037498083	0.0897167	-0.005105159	-0.0047885883
-0.36691898	-0.29242235	0.33824688	-0.33818758	0.32322323	0.31932062	-0.26882	0.2522769	0.14471531	-0.27574742	-0.4803074	-0.44613644	0.48451808	0.18325004	0.5567433	-0.4568165
0.08402088	0.030638821	-0.07206502	0.06791745	-0.017226685	-0.07913462	-0.02559317	-0.026649773	0.031707507	0.009830294	0.1434424	0.098826185	-0.1498785	0.021914259	-0.14125574	0.14247465
-0.15995058	-0.16004093	0.18538082	-0.1493569	0.20040636	0.12467195	-0.14150555	0.07708452	0.075120315	-0.10824351	-0.2462089	-0.23941702	0.2873561	0.06419468	0.31326243	-0.2808345
0.32513618	0.22706914	-0.3365204	0.24143237	-0.3046966	-0.29137844	0.040939033	0.044214904	0.05647135	0.09629573	0.36576658	0.33779714	-0.43157962	-0.025115302	-0.4637363	0.40153444
-0.0020294369	0.018750457	-0.07992117	0.020769652	-0.08209427	-0.048893884	0.008802337	0.02047467	-0.019905841	-0.0003799051	0.0020518429	0.012194926	-0.015707502	-0.009225922	-0.028088652	-0.00093399105
0.03765003	-0.027176153	0.04290283	-0.033967104	-0.06549906	-0.0039061955	-0.01633782	0.049451623	0.04510506	0.001435902	-0.01955272	0.008793677	-0.038787693	0.07451416	0.0033458848	0.0061771804
0.06605181	0.07952097	-0.115939856	0.027613208	-0.112036794	-0.03324825	0.0155842425	-0.017940097	-0.049000297	0.09415105	0.06880271	0.02140142	-0.047217727	-0.08333654	-0.0730845	0.09003335
-0.018940927	0.020007579	0.10685275	0.002700984	-0.022018248	0.016518699	-0.06246409	-0.045668826	-0.08442548	-0.033116695	-0.12730876	-0.12630501	0.13865861	-0.058679964	0.08465334	-0.04840127
-0.051266614	-0.06408506	0.024216225	-0.017264564	0.051012754	0.07724522	-0.048283614	0.120592676	0.09237433	-0.071582384	0.04053559	-0.031756967	-0.06076595	0.17866577	-0.050192256	0.065823495
-0.1959353	-0.21016009	0.25979334	-0.19419149	0.26135737	0.21347293	-0.16371794	0.07336362	0.0678941	-0.21717827	-0.28650948	-0.2428248	0.29510868	0.16002356	0.30534798	-0.24003768
-0.055864204	-0.080486864	0.08848602	-0.062236875	0.11521957	0.097945355	-0.039118316	-0.010642905	0.059096783	-0.059643496	-0.065616414	-0.11133954	0.056261092	0.110757485	0.066813104	-0.11614498
